System,Utterance,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1,Context,Fact,ref1,hyp,H:Understandable,H:Natural,H:Maintains Context,H:Engaging,H:Uses Knowledge,H:Overall
Language Model,1,1.2594436000000002,0.9444444179534912,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.6747404932975769,0.6511628031730652,2.517289638519287,0.1244647428393364,0.29075688123703,1.6208364963531494,4.0663490295410165,3.632404327392578,1.191586971282959,3.1512367725372314,5.743271350860597,0.1287774649999602,0.5550286571407027,0.8549237339081619,0.8206422931709857,0.851828112327434,-0.0139300553769524,-0.4593470692634583,-0.1100429967045784,-0.0,-0.0,-0.125,-0.125,0.6931471805599453,0.6931471805599453,-0.0,-0.125,"hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
","your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","chicago has some great places to eat too .
","i do not know what to say .
",1.0,3.0,1.0,1.3333333333333333,0.0,2.333333333333333
Language Model,2,1.3153633999999998,1.0,2.400000095367432,2.400000095367432,1.0,0.76936936378479,0.921052634716034,2.673975706100464,0.1650274991989135,0.3757466077804565,1.7674604654312134,4.292766571044922,5.715636730194093,1.4371491670608518,3.5182809829711914,7.1376686096191415,0.1064246657982377,0.6201276640477085,0.8446932397780109,0.8143283302455473,0.8419223416538223,-0.0772871620314153,-0.4936259984970093,-0.0953107625246048,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !
","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
","kayaking and reading psychology books
","i like to go fishing . i love to go fishing .
",1.0,2.0,3.0,2.333333333333333,0.0,3.0
Language Model,3,1.2925175,0.9925925731658936,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.6921348571777344,0.7142857313156128,2.2380962371826167,0.107931911945343,0.2312891483306885,1.5731141567230225,2.4577407836914062,3.027857780456543,0.8396809697151184,2.492164134979248,3.421633005142212,0.0887161569088783,0.5549970399298313,0.8191046419302059,0.7904084153492322,0.8166018198491887,-0.0769618320357857,-0.4957072734832764,-0.0753784328699112,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0,"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .
","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.
","you life is so short . some time you forget about the little things .
","i like to eat too much junk food .
",1.0,3.0,1.0,2.0,0.0,2.0
Language Model,4,1.1629348,0.9470587968826294,0.8235294222831726,0.8235294222831726,0.8235294222831726,0.6688172221183777,0.6891891956329346,2.5154454708099365,0.0878274589776992,0.2318709641695022,1.7555001974105835,2.88784408569336,4.175818920135498,1.1948561668395996,3.1565804481506348,4.586766719818115,0.1066285245004801,0.5433698886792008,0.7495283995287252,0.7376946061450624,0.748319025361079,-0.1452651112800483,-0.5412020683288574,-0.096814215183258,-0.0,-0.0,-0.0714285714285714,-0.0714285714285714,0.6931471805599452,0.6931471805599453,-0.0,-0.0714285714285714,"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .
","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.
","i love blue too , i also enjoy mountain biking . have you ever tried it ?
","i like red , reminds me of summer time .
",1.0,3.0,3.0,3.0,0.0,4.333333333333333
Language Model,5,0.70022124,0.8730158805847168,1.1111111640930176,1.1111111640930176,0.7142857313156128,0.6435643434524536,0.8055555820465088,1.9689280986785889,0.1093413978815078,0.2174340337514877,1.3209518194198608,2.5231857299804688,1.9663228988647456,0.5855212807655334,1.895520687103272,2.8187594413757324,0.0926372477642893,0.4022348505167432,0.7453418683938879,0.7105411506719288,0.7422424134484407,-0.2888893153033326,-0.5965838432312012,-0.207179993391037,-0.0,-0.125,-0.4444444444444444,-0.4444444444444444,0.6931471805599452,0.6931471805599453,-0.25,-0.4444444444444444,"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .
","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.
","i do not want to talk about my pets
","i do , i like to go out to eat with my family .
",1.0,3.0,1.3333333333333333,2.0,0.0,2.333333333333333
Language Model,6,1.051314,0.9930555820465088,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.6385542154312134,0.6440678238868713,2.1806075572967534,0.1589761972427368,0.2705001831054687,1.5123447179794312,2.515644073486328,2.4345598220825195,0.7782655358314514,2.358234643936157,3.338420391082764,0.1005467106667227,0.4960905100963277,0.787588729630688,0.7588785257710798,0.7851212169793002,-0.1917890557441198,-0.5473213195800781,-0.1206275820732116,-0.0,-0.0,-0.0833333333333333,-0.0833333333333333,0.6931471805599453,0.6931471805599453,-0.0,-0.0833333333333333,"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip
","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.
","i love wife and my kids they love chocolate ice cream also
","i like the color red . i like the color blue .
",1.0,2.6666666666666665,1.0,2.0,0.0,1.6666666666666667
Language Model,7,0.82918996,0.9545454382896424,1.125,1.125,0.8181818127632141,0.6920152306556702,0.7435897588729858,2.129791259765625,0.1168285086750984,0.2149313688278198,1.5281747579574585,2.0845680236816406,2.4362778663635254,0.707139790058136,2.195220708847046,2.86268949508667,0.1036189796282318,0.4788581519261082,0.7971297712688061,0.7631659447934396,0.7939713106237547,-0.2231315393552877,-0.6020028591156006,-0.1147026121616363,-0.0,-0.0,-0.1666666666666666,-0.1666666666666666,0.6931471805599453,0.6931471805599453,-0.0,-0.1666666666666666,"hi . how are you ?
hello , i am very well . and you ?
i am good . do you have a favorite band ?
i do , i love metallica , i never heard them in india .
i love the rolling stones . i see their concert every year .
they are great too . so are the chili peppers .
yes . they're . what do you do ?
i am in college , studying it .
i'm too . economics major .
very nice . i'd love to travel .
that would be great ! we just bought a house so no travel soon
i am looking at a house as well .
i'm married and have two kids . we needed more space .
i'd like children and a husband one day .
i follow a raw diet . do you ?
","your persona: i'm a swim coach at my local pool.
your persona: my family and i are from india.
your persona: i'm studying to be a computer programmer.
your persona: my mother is very traditional while i prefer to be more free spirited.
","oh no . i prepare traditional dishes .
","i do not , but i do like to eat .
",1.0,3.0,3.0,2.333333333333333,0.6666666666666666,4.333333333333333
Language Model,8,1.1962431999999998,0.9488636255264282,0.8125,0.8125,0.8125,0.7028985619544983,0.7076923251152039,2.2663614749908447,0.1808449327945708,0.2765393853187561,1.5163788795471191,3.970531463623047,3.208626747131348,0.8235946297645569,2.4576785564422607,5.064211845397949,0.0903638179011247,0.5333896653810877,0.8291897708655467,0.8003578008041696,0.8266859346155513,-0.0479783094148789,-0.5005373954772949,-0.0866487324237823,-0.0,-0.0,-0.2666666666666666,-0.2,0.6931471805599452,0.6931471805599452,-0.0,-0.2666666666666666,"hi ! i don't like the color orange .
hello . i like to shoot hoops , so orange balls are good with me .
that's amazing . i like dancing on weekends . you ?
right now i am applying for jobs , i want to work in a restaurant .
that is amazing . good luck . i do not like fashion though .
i get you , my favorite rapper is pretty stylish , travis scott .
i totally like travis . i liked doing chemistry too
awesome . my mom wanted to be a chemist , but ended up a dentist ! go figure !
it seems to be hard to be a chemist . what do you do ?
unemployed at the moment , i really want to work at a snazzy restaurant .
you will get it . do not worry . i now work in a nice bookstore .
","your persona: my mother is a dentist.
your persona: my favourite artist is travis scott.
your persona: i like playing basketball.
your persona: i'm currently looking for a job preferably at a restaurant.
","i love to read . i'd rack up a big bill working in a bookstore .
","i am a student , but i am a student .
",0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333
Language Model,9,1.2250338,0.9791666865348816,0.875,0.875,0.875,0.772357702255249,0.7368420958518982,2.450104236602783,0.1539141237735748,0.2914106845855713,1.7208093404769895,2.681232452392578,4.53167724609375,1.0340752601623535,2.877613544464112,4.930010318756104,0.1037899666008692,0.5288968945659169,0.8502420939897866,0.8066748047662935,0.8462436985653439,-0.1720143907800577,-0.5269057154655457,-0.0759267359972,-0.0,-0.0,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.6931471805599453,-0.0,-0.1428571428571428,"hello . do you speak another language ?
hi , i love sports because my parents are athletic
my dad is works with electronics . i love the guitar and the violin
","your persona: my parents were both very athletic.
your persona: i got a new job just yesterday to be a life coach.
your persona: i love running and preparing for marathons.
your persona: i'm a clean eater.
","i do speak another language and you ?
","i like to go fishing .
",1.0,3.0,1.6666666666666667,2.6666666666666665,0.0,3.333333333333333
Language Model,10,1.3877656,0.875,0.75,0.75,0.75,0.6800000071525574,0.7307692170143127,1.9208898544311523,0.1070980280637741,0.1822827458381652,1.3681437969207764,2.3074989318847656,1.9337272644042969,0.5386868715286255,1.7726187705993652,3.0497722625732417,0.0961160992214217,0.5036353013460815,0.7976089296203206,0.7579483895611414,0.7940781259259322,-0.0949280325461585,-0.5399962663650513,-0.0959680825471878,-0.0,-0.0,-0.1818181818181818,-0.1818181818181818,0.6931471805599452,0.6931471805599453,-0.1,-0.1818181818181818,"hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
","your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","i never used a loom but will have to try sometime .
","i like to eat fish .
",1.0,3.0,1.3333333333333333,2.0,0.0,3.0
Language Model,11,0.8758923000000001,0.9743589758872986,0.9166666865348816,0.9166666865348816,0.8461538553237915,0.6081946492195129,0.6666666865348816,2.088320255279541,0.0838292092084884,0.2240883857011795,1.3422000408172607,3.0415573120117188,2.031511783599853,0.7664902806282043,2.331843852996826,3.362514019012451,0.1076139262216593,0.5083064814154971,0.8266859308121786,0.7986056337525763,0.8242574642498977,-0.1799170880878152,-0.5291971564292908,-0.1897585541009903,-0.0,-0.1,-0.2727272727272727,-0.1818181818181818,0.6931471805599452,0.6931471805599453,-0.3,-0.2727272727272727,"i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
","your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","so what else do you like to do besides make documentaries ?
","i am sorry to hear that . do you have any hobbies ?
",1.0,3.0,1.6666666666666667,1.6666666666666667,0.0,2.6666666666666665
Language Model,12,1.1664308,1.0,1.0,1.0,1.0,0.7532467246055603,0.7887324094772339,2.1936585903167725,0.073731392621994,0.1779071539640426,1.4657901525497437,2.8022232055664062,2.7473931312561035,0.8087525963783264,2.4254891872406006,3.791447639465332,0.1073065404206937,0.6418735796646082,0.8410111206163537,0.8184480086722552,0.8391139577720552,-0.0507396015771378,-0.4559234082698822,-0.0682134181261062,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599452,-0.0,-0.0,"hello ! are you interested in adopting a rescued bunny ?
i love bunnies but i'm busy moving into a new apartment with my boyfriend
i'd have loved to live with my girlfriend before i went into the navy
the navy sounds tough . i teach elementary school .
i only joined because i love the color . i much prefer working with the bunny rescue , now .
i would like to take pictures of the bunnies . do you help alot of rabbits ?
yes , by volunteering and donating to them each month . what do take pictures of ?
i just enjoy photography and the colors red and silver .
i've a silver eared bunny you would love , with a red , white , and navy blue bow .
","your persona: i am fluent in english spanish and french.
your persona: my favorite colors are red and silver.
your persona: i'm interested in photography and like taking pictures.
your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm an elementary school teacher.
","your bunny sounds adorable . bunnies are very gentle and quiet animals
","i like the color red . i like red .
",1.0,2.0,2.0,1.3333333333333333,0.6666666666666666,2.333333333333333
Language Model,13,0.8711499,1.0,1.875,1.875,1.0,0.7125256657600403,1.2121212482452393,2.4318320751190186,0.1024822294712066,0.2685802280902862,1.615925908088684,3.4385337829589844,4.447911739349365,1.0123001337051392,2.837178945541382,5.67244815826416,0.1147738689706838,0.5027845273042736,0.8060131637390157,0.7758735698607842,0.8034123885377684,-0.1480552475221668,-0.5494194030761719,-0.1303613632917404,-0.0,-0.0,-0.1428571428571428,-0.1428571428571428,0.6931471805599452,0.6931471805599453,-0.0,-0.1428571428571428,"hello hope your having a good night tonight ? i know i am .
that is good ! i am watching football highlights .
really what teams . and who are you rooting for .
i'm a green bay packer fan . do you like football ?
no i am not a fan but my son is .
how many kids do you have ?
2 children both fully grow . they never drop by .
i have kids too . i also have a couple pets .
pets ? what kind dogs cats fish or birds ?
","your persona: i have a children and a dogs.
your persona: i own a house in florida.
your persona: i enjoy american sports.
your persona: i am a male.
","i've two dogs . what about you ?
","i do not have any pets , but i do like to go fishing .
",1.0,3.0,1.6666666666666667,2.333333333333333,0.0,2.6666666666666665
Language Model,14,1.2352128,1.0,1.0,1.0,1.0,0.7023809552192688,0.75,2.0861611366271973,0.1160093769431114,0.2221108973026276,1.4324969053268433,3.09564208984375,2.41214656829834,0.6965480446815491,2.1701929569244385,3.5513811111450195,0.0944474814400506,0.5485061031264737,0.8231188518896154,0.7993896435763426,0.8210695525623888,-0.0494556633667176,-0.4607152938842773,-0.0809053853154182,-0.0,-0.0,-0.1333333333333333,-0.1333333333333333,0.6931471805599454,0.6931471805599452,-0.0714285714285714,-0.1333333333333333,"my name is joan , and i live in illinois . i'm a kindergarten teacher .
hello joan ! i'm chrissy from minnesota . i'm building a robot for my work .
that sounds exciting ! i'm clumsy with electronics .
","your persona: i helped design the game starcraft.
your persona: i'm working on a building a robot to be my body double.
your persona: i have an allergy to water.
your persona: i am a famous twitch streamer.
your persona: i am a recluse.
","this robot will help me because i'm allergic to water ! do you enjoy teaching ?
","i am sorry to hear that . i am a nurse .
",1.0,2.6666666666666665,2.333333333333333,3.0,0.0,3.333333333333333
Language Model,15,1.1497893,1.0,1.2000000476837158,1.2000000476837158,1.0,0.6978192925453186,0.7872340679168701,2.553126573562622,0.218472734093666,0.3254400491714477,1.7994362115859983,3.4544715881347656,4.363871097564696,1.2465286254882812,3.2393252849578857,4.765783786773682,0.108303722932991,0.5720914974502145,0.7962326391423211,0.7743404570040313,0.7943319857538551,-0.14317572597333,-0.525296151638031,-0.0862396880984306,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,"hi , i am taking a break from studying my computer programming
what is computer programming , i am new to the united states .
i'm from india so i understand . it is telling computers how to run programs
cool , i was born in somalia , but my aunt helped me escape .
that was nice of her ! my aunt taught me how to swim
i had to get away , i was forced to marry young , but now i am happy
did you take your spouse with you ?
no , i had to escape him . it was not fun times .
i am sorry . i am glad you are safe now
thank you , do you do anything in your free time ?
i love death metal music . i listen and write some too .
death metal , is that the music you get whip lash from ?
yeah ! i also coach competitive swimming .
","your persona: i was forced to marry when i was a.
your persona: my aunt helped me escape when i was of.
your persona: i was born in somalia.
your persona: now i live in the united states.
","swimming is fun ! have you met any olympians ?
","i like to go to the gym and listen to music .
",1.0,3.0,2.0,2.6666666666666665,0.0,3.6666666666666665
Language Model,16,1.2960291000000002,0.9705882072448728,0.8823529481887817,0.8823529481887817,0.8823529481887817,0.7155457735061646,0.7361111044883728,2.5116920471191406,0.1243137046694755,0.2882160842418671,1.6496427059173584,3.9852333068847656,3.9302263259887695,1.1207122802734375,3.03210711479187,5.888696670532228,0.1079831009050658,0.6368230758982505,0.8312845156992772,0.8102235651488688,0.8294560465393107,0.0795898965284067,-0.4246039092540741,-0.0821104347705841,-0.0,-0.0,-0.1333333333333333,-0.1333333333333333,0.6931471805599453,0.6931471805599453,-0.0714285714285714,-0.1333333333333333,"hello , how are you ? where abouts are you ?
i'm in chicago . where are you ?
in scotland . is chicago as cold and wet as it is here ?
yes , but i am allergic to water . this is very unfortunate .
it is . how do you keep clean ?
i don't go outside much . i stay clean this way .
i want to go outside . i managed to break my arm skateboarding so i m stuck indoors .
i only stream to my 100 , 000 subscribers on twitch . i do not play real sports
100k is very impressive . how long did it take to get that many ?
since i helped make starcraft , my name was already out there . 6 months .
made as in developed ? that s very cool .
","your persona: i helped design the game starcraft.
your persona: i've an allergy to water.
your persona: i am a recluse.
your persona: i'm a famous twitch streamer.
your persona: i am working on a building a robot to be my body double.
","designed , yes . now i'm making a robot to be a body double of myself .
","i do not know what to say .
",1.0,2.6666666666666665,1.3333333333333333,1.0,0.0,1.6666666666666667
Language Model,17,0.1163985,0.2727272510528564,0.2727272808551788,0.2727272808551788,0.2727272808551788,0.3246268630027771,0.3260869681835174,1.0496890544891355,0.0488085597753524,0.1091289967298507,0.6310603618621826,1.25341796875,0.4458115100860596,0.1374043524265289,0.5222458839416504,0.9496649503707886,0.1131631495804024,0.2060740700871433,0.7650832353759008,0.7040536958233243,0.7597796263447929,-0.6866072852079221,-0.8965045809745789,-0.5473511815071106,-0.4225372970104217,-0.4444444444444444,-0.7,-0.7,0.6931471805599453,0.3182570841474064,-0.5555555555555556,-0.7,"hello how are you today
","your persona: i have three children.
your persona: i'm a plumber.
your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
","i'm doing very well thank you . how are you ?
","i'm doing well . how are you ?
",1.0,3.0,3.0,1.3333333333333333,0.3333333333333333,4.0
Language Model,18,1.002443,0.8958333134651184,0.6875,0.6875,0.6875,0.6629955768585205,0.6301369667053223,2.388594627380371,0.1138267144560814,0.2371450960636139,1.5745826959609983,3.009449005126953,3.7569642066955566,1.0197216272354126,2.85103440284729,5.274534702301025,0.0925580711212404,0.4905025824620593,0.8083708993784089,0.7865539008930864,0.8063641134599147,-0.1881444974968676,-0.5807480216026306,-0.1665100157260894,-0.0,-0.0769230769230769,-0.2142857142857142,-0.2142857142857142,0.6931471805599453,0.6931471805599453,-0.1538461538461538,-0.2142857142857142,"hello , how are you doing today ?
i am okay . i wish my children would visit more , though .
i am sorry to hear that . i turn to my spouse in times like that .
i do , as well . though my husband liked me more when i was younger and prettier .
that's unfortunate . have you talked to anyone about this ?
","your persona: i have two grown children who never visit.
your persona: i used to be pretty but time has not been kind.
your persona: i'm a 56 year old woman.
your persona: i used to be a painter but now i'm a housekeeper.
","no , i keep to myself . my housekeeping job isn't exactly a social one .
","no , i do not . i am a big fan of classical music .
",1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,2.6666666666666665
Language Model,19,1.1452928,0.9250000119209292,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.5704125165939331,0.5789473652839661,2.296994924545288,0.0999172702431678,0.2571877837181091,1.5129015445709229,2.8778839111328125,3.62265682220459,0.8574157357215881,2.529704570770264,5.296470642089844,0.1041120943730641,0.4977808726884088,0.8179557532120914,0.7851364522176041,0.8150686116524715,-0.1635727570088623,-0.5676513910293579,-0.2542115151882172,-0.0,-0.0833333333333333,-0.2307692307692308,-0.2307692307692308,0.5367714232042616,0.4228104552401625,-0.0833333333333333,-0.2307692307692308,"hi my name is jill how are you today ?
","your persona: i am 19 and i cannot wait to move out 19 my parents home.
your persona: i just want to have fun with my friends.
your persona: i do not drink or do drugs or anything.
your persona: i work took i've a part time job at burger king.
","i am doing well . about to go to my job at burger king .
","i'm doing well . how are you ?
",1.0,3.0,3.0,1.3333333333333333,0.0,2.6666666666666665
Language Model,20,1.1344218,0.9955357313156128,0.9375,0.9375,0.9375,0.6973995566368103,0.692307710647583,2.3115017414093018,0.1427460461854934,0.2902040779590607,1.5260114669799805,3.4093170166015625,3.2386484146118164,0.9133942723274232,2.644975185394287,5.26294469833374,0.1188129602036924,0.5628609161697339,0.8183664911578591,0.7951901600670052,0.8164115618443433,0.0054542776108763,-0.4030348658561706,-0.0937161669135093,-0.0,-0.0,-0.1428571428571428,-0.1428571428571428,0.6931471805599454,0.6931471805599453,-0.0,-0.1428571428571428,"hey , i enjoy mowing lawns in the summer
hello . how are you ? my pet turtle and i are sitting here .
my turtle and myself love to grill outside
mommy says to pick up toys . i do not like to . i want to play dolls !
yeah , i have been retired for a long time ! years !
","your persona: i have a pet turtle.
your persona: i like to play with my dolls.
your persona: i don't pick up my toys.
your persona: my best friend lives next door.
","i want to go next door and play with my best friend , not work !
","i am sorry to hear that . i am sorry to hear that .
",1.0,2.333333333333333,2.333333333333333,1.3333333333333333,0.0,2.0
Language Model,21,0.8707731,0.9682539701461792,1.3333333730697632,1.3333333730697632,0.8571428656578064,0.5881261825561523,0.7749999761581421,2.418320655822754,0.1426911056041717,0.3150765597820282,1.5470679998397827,3.2731704711914062,3.4586281776428223,1.039203643798828,2.887040853500366,5.07977819442749,0.0990055249390957,0.5124792916295968,0.8353647416255026,0.8014637476766122,0.8323606624820977,-0.112242755986112,-0.5116902589797974,-0.1633598208427429,-0.0,-0.0,-0.2222222222222222,-0.2222222222222222,0.6931471805599453,0.4127256526394218,-0.0,-0.2222222222222222,"hello . my softball game was canceled due to the hurricane .
oh how are you doing ? i'm sorry to hear that .
doing great . daddy was in the army , he taught me things .
i once lived in my moms house .
mine passed when i was eight .
","your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i live in a house.
your persona: i like to eat hamburgers and french fries.
","i'm so sorry mines too in my twenties .
","i am sorry to hear that . i am sorry to hear that .
",1.0,2.333333333333333,3.0,2.0,0.0,3.0
Language Model,22,1.2538382,0.939393937587738,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.6468797326087952,0.7358490824699402,2.3148784637451167,0.1551680415868759,0.2590157091617584,1.5554660558700562,3.420177459716797,3.163591384887696,0.9250752329826356,2.668424129486084,4.078172206878662,0.098689981253088,0.4751612219606806,0.790394831065162,0.7481232114814209,0.7865997449006192,-0.215569755199732,-0.6490490436553955,-0.148324429988861,-0.0,-0.1,-0.1818181818181818,-0.1818181818181818,0.5738007740046679,0.534018638486242,-0.1,-0.1818181818181818,"hello . can you move objects with your mind ?
hi how are you doing ? i am okay no i wish i could .
i'm great . i had heart surgery and woke up with weird superpowers .
i'm so sorry to hear that i believe your powers are from the lord .
i do not know . my heart was outside of my body now it is in .
i tend to watch large amounts of t . v . on free times .
i love the walking dead . are you a fan ?
yes i am a fan and love zombie and vampire movies too
i like captain america and star wars .
what super powers did you awake with ?
moving objects with my mind .
ok that's cool and i like going to the gym most days .
i like to swim and walk on the beach .
","your persona: i watch too much tv in spare time.
your persona: i go to the gym most days just to socialize.
your persona: i have never had a steady relationship.
your persona: i like to spend my money on cars.
your persona: i work from home.
","i've a job inside my apartment i like working home .
","i like to go fishing .
",1.0,3.0,2.333333333333333,3.0,0.0,4.333333333333333
Language Model,23,0.7367022,1.0,1.0,1.0,1.0,0.6340289115905762,0.6734693646430969,2.0959248542785645,0.1320266276597976,0.2508982419967651,1.4498564004898071,1.5413475036621094,2.9054818153381348,0.6709780693054199,2.1089463233947754,3.4878909587860107,0.0902751799684853,0.388628493460781,0.8019084050037542,0.7599858897175136,0.7982063970975245,-0.3995931640968617,-0.6837839484214783,-0.1233510076999664,-0.0,-0.0,-0.3,-0.3,0.6931471805599453,0.6931471805599453,-0.1111111111111111,-0.3,"good morning to you how are you today
i'm well , glad to type to you . how are you ?
i'm great i'm in school and i'm the queen of homecoming
","your persona: i like meditation.
your persona: i've not spoken in three months.
your persona: i quit my job to pursue my spirituality full time.
your persona: i'm a buddhist.
","that's good . i'm a spiritual person , are you ?
","that is awesome . i am a teacher .
",1.0,3.0,3.0,3.0,0.0,4.333333333333333
Language Model,24,1.3281903,0.9555555582046508,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.7088791728019714,0.7547169923782349,2.3546857833862305,0.155043363571167,0.2516738474369049,1.6476434469223022,2.568603515625,3.6890149116516113,0.960422933101654,2.738144636154175,4.364220142364502,0.0934596012509084,0.5927993761845065,0.835414943552993,0.8044723133874214,0.8326558179593992,-0.1308806760253031,-0.5682738423347473,-0.0821474641561508,-0.0,-0.0,-0.0909090909090909,-0.0909090909090909,0.6931471805599453,0.6931471805599452,-0.0,-0.0909090909090909,"hi . how is everything going ?
hi . everything is going well on this end .
where are you from ? i am originally from somalia .
i am from detroit , mi . what do you like to do for fun ?
i love dancing and singing .
that is interesting . i'd consider myself a gamer .
i like gaming now that i am in the us .
","your persona: my favorite band is the insane clown posse.
your persona: i like donuts.
your persona: i play a lot of call of duty.
your persona: on weekends i do live action roleplaying events.
","oh really ? what kind ? i love fps . my fav is cod .
","i like to go fishing .
",1.0,3.0,1.6666666666666667,2.333333333333333,0.0,3.0
